address,account_type,raw_bfr_wei,Raw BFR,raw_esbfr_wei,Raw esBFR,fsblp_wei,fsBLP Reward,vester1_wei,Vester 1,vester2_wei,Vester 2,staking_wei,Staking,camelot_wei,Camelot,total_wei,Total
0x00841F0FF69B6581857617631Fe9c31260F5D218,eoa,0,0,0,0,0,0,0,0,0,0,35829524253010686289,35.829524253010686289,0,0,35829524253010686289,35.829524253010686289
0x0084958e24B0CA41a7e9237D28a1941F4dd3503E,eoa,269118452509,0.000000269118452509,0,0,0,0,0,0,0,0,2582118747285270352308,2582.118747285270352308,0,0,2582118747554388804817,2582.118747554388804817
0x008602f9d001270E63c220C698bB084A12a5f55A,eoa,585677366434,0.000000585677366434,0,0,0,0,0,0,0,0,0,0,0,0,585677366434,0.000000585677366434
0x0087EcE2D8D304aE3fA3a8BBa3901895f835203c,eoa,31158755171105752151,31.158755171105752151,0,0,0,0,0,0,0,0,0,0,0,0,31158755171105752151,31.158755171105752151
0x00899ADda769602c9526043158585099bEC8829A,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x008B2b2Ed78743992fd203321641538ED7698a21,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x008BE1FFF2316d6A8B6Cb844F1Edb60e1d1EA40d,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x008C9E64cF3Add8E3EDC797a695cCe9340c3b9E6,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x008E8F469dA096577166dc0d58A17F749E0Fb25c,eoa,346346051929981016156,346.346051929981016156,0,0,0,0,0,0,0,0,0,0,0,0,346346051929981016156,346.346051929981016156
0x0091f8B7C54D62B0b37007360cc5607B511EdB5B,eoa,0,0,0,0,0,0,0,0,0,0,67536294013823893795,67.536294013823893795,0,0,67536294013823893795,67.536294013823893795
0x00991D41ab63D36184b4C7a48dCd35cD0ec38A20,eoa,209625000000000000000,209.625,0,0,0,0,0,0,0,0,0,0,0,0,209625000000000000000,209.625
0x009a27998Fb659f82e8C65e78874e54FD8Dc883e,eoa,38656363382144625,0.038656363382144625,0,0,0,0,0,0,0,0,0,0,0,0,38656363382144625,0.038656363382144625
0x009B0B33031203D81c33F62265C1525D999442fC,eoa,1,0.000000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000000000000000001
0x009c48f35d53F5Cc254ed34D64C9b801eA15F69D,eoa,0,0,0,0,124257084494633549,0.124257084494633549,0,0,0,0,88426477392862503230,88.42647739286250323,0,0,88550734477357136779,88.550734477357136779
0x00a7EAf844B21C8EB9174Fe5C1cE11b68E599D5E,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x00A918E5a5F52A3798DC407Ea3BBa39Ecee1F5fc,eoa,0,0,53198821621521108452,53.198821621521108452,0,0,0,0,0,0,324412891134097,0.000324412891134097,0,0,53199146034412242549,53.199146034412242549
0x00a928Ea0B899914af4d04Fa230731E83Bc20Ef5,eoa,46705556242080347,0.046705556242080347,0,0,0,0,0,0,0,0,0,0,0,0,46705556242080347,0.046705556242080347
0x00B25abE01CC75B62C1E1D885A2e32993A0fA016,eoa,300677588944879850,0.30067758894487985,0,0,0,0,0,0,0,0,0,0,0,0,300677588944879850,0.30067758894487985
0x00B65A14b535171a8d21cac60cC961D0672A3229,eoa,0,0,0,0,0,0,0,0,0,0,55966444281587357,0.055966444281587357,0,0,55966444281587357,0.055966444281587357
0x00B6D99605C4c33e0e6411af6Be8394015048Ee5,eoa,1036541278536548991,1.036541278536548991,0,0,0,0,0,0,0,0,0,0,0,0,1036541278536548991,1.036541278536548991
0x00B904d0A05b7c8856C9D498A20BE11e4021c449,eoa,119781052189268930,0.11978105218926893,0,0,0,0,0,0,0,0,18811820642341071207,18.811820642341071207,0,0,18931601694530340137,18.931601694530340137
0x00B9a647E0fF2c6962C849156a01D1B2a1Aa11C9,contract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x00bC2B77b0407B77FC8CA50C651BE882a6E7820C,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x00Bd3bDa43483aF368DE8b7EC6568437C7bB319F,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x00BEaf94438679e8159c76FB1E23092474fa945f,eoa,0,0,0,0,0,0,0,0,0,0,18294069567567936,0.018294069567567936,0,0,18294069567567936,0.018294069567567936
0x00c37738C29804C2A60E7e597A227EB4318592b9,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x00C600b30fb0400701010F4b080409018B9006E0,contract,3,0.000000000000000003,0,0,0,0,0,0,0,0,0,0,0,0,3,0.000000000000000003
0x00c7f3082833e796A5b3e4Bd59f6642FF44DCD15,contract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x00CB76Ed96C4CfB33987cf2eD0070bE645873Ff5,eoa,0,0,3347067235788292763,3.347067235788292763,0,0,0,0,0,0,1293729525134637,0.001293729525134637,0,0,3348360965313427400,3.3483609653134274
0x00cDEbc042C87C95e439E1AeFa0Bd3a8014dA577,eoa,613751151885,0.000000613751151885,0,0,0,0,0,0,0,0,775496981088582860,0.77549698108858286,0,0,775497594839734745,0.775497594839734745
0x00D805C0Db2c78A7FEcd5F707daE7037773BEBD6,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x00D878fed72bfF1dEF36B4FB7Aa0d52Fb22521B3,eoa,1000000000000000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1000000000000000000,1
0x00DACfD769BC30e4F64805761707573cB710552c,eoa,189822612629,0.000000189822612629,0,0,0,0,0,0,0,0,13261036531426503281,13.261036531426503281,0,0,13261036721249115910,13.26103672124911591
0x00dc975c94B7e51768966f09C78E54AD0eccc410,eoa,1018515975660606539,1.018515975660606539,0,0,0,0,0,0,0,0,0,0,0,0,1018515975660606539,1.018515975660606539
0x00dd7f511cfcD4CBBc28bc342842d5Ba886c1802,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x00e6F8D8fb80B0C302A6bd849B79982dc9945B15,eoa,100000000000000000000,100,0,0,0,0,0,0,0,0,0,0,0,0,100000000000000000000,100
0x00E7737Af473fB9D19892c5de81B2f2B0ba2789f,eoa,0,0,0,0,0,0,0,0,0,0,201500159233439939,0.201500159233439939,0,0,201500159233439939,0.201500159233439939
0x00E8281FBEF8E201F8313EBb853Bad3325d383aC,eoa,2726,0.000000000000002726,0,0,0,0,0,0,0,0,14639256780025800803,14.639256780025800803,0,0,14639256780025803529,14.639256780025803529
0x00eb3E4299070f4A0071ffe7247b8aCeD8c495C8,eoa,0,0,0,0,0,0,0,0,0,0,13996496307091462,0.013996496307091462,0,0,13996496307091462,0.013996496307091462
0x00ebCeBe5d97360cCde3945ADB4871BB90AA9961,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x00ec9812D23fE78d8df1ECe94686896d9837474f,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x00F194AE0270674139Dd44ad9a0a0071bF12316C,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x00f231f18Ba3d7be2800D0e31E0Df0743Fad197E,eoa,390930956372,0.000000390930956372,0,0,0,0,0,0,0,0,0,0,0,0,390930956372,0.000000390930956372
0x00f3C1a3C5b61fabFA9340134fbDB5A632d00542,eoa,363861720726,0.000000363861720726,0,0,0,0,0,0,0,0,0,0,0,0,363861720726,0.000000363861720726
0x00f49A964CeC2bBd1B65880F8DaDD53EDCdEB62c,eoa,28268532195223590,0.02826853219522359,0,0,0,0,0,0,0,0,0,0,0,0,28268532195223590,0.02826853219522359
0x00F52a1Bb69418E0375E047cf029bc24b8E222B1,eoa,0,0,0,0,0,0,0,0,0,0,48456460159998163882,48.456460159998163882,0,0,48456460159998163882,48.456460159998163882
