"0","1","2","3","4","5","6","7"
"Address","rawBFR","rawEsBFR","BLP","Vestor1 Pending","Vestor2 Pending","Staking","Camelot"
"0x793d6260fa382a26ac6ab5fb6f9aa96f1f95b23b",69.90836734057969,4.68443209149e-7,0,0,0,6141.066154239957,0
"0x39041f1b366fe33f9a5a79de5120f2aee2577ebc",181.82734362679028,0,0,0,0,0,0
"0x8a8a3d9def8a3cc35d7c3273ffbf3e1371c76818",12112.612258519,428.180212672267,0,0,0,22137.41293223655,0
"0xb6d1bccbd44503acc3c042d0c831242d3fa359c5",0,1.11986334754e-7,0,0,0,9466.57817036919,0
"0x877c39fb43ba2a7a574549059c8529bd7243b1fb",1.39947181975e-7,0,0,0,0,2262.2094078321484,0
"0xc93bb3da11f1a45461130006bcc935edc69b7bbd",12509.865423004014,0,0,0,0,0,0
"0xfd3b3afb215da6c70224f3a8524404c261819b4b",33372.831055667244,9.94430352867e-7,0,0,0,0.000001219272158846,0
"0xdef171fe48cf0115b1d80b88dc8eab59176fee57",1e-18,0,0,0,0,0,0
"0xca8e436347a46502e353cc36b58fe3bb9214d7fd",48.842671758354435,0,0,0,0,0,0
"0x3bad94c4295f8efbea71f58e3fa1c244fa8ed38f",0,4.812201947150872,0,0,0,378.13005027422014,0
"0xec83e4768e314cdd88f910e397affcde78a52f92",15.514297917133275,0.5553760179795143,0.01495531651136746,0,0,0.000001271787791535,0
"0xf851d3d46237ec552a4c6e383a973115e781b1a5",0,0,0,0,0,0,0
"0xecd13493be81d0c1f1e400deef91a6a58d5f866a",21478.623752250674,9.66552408641e-7,0,0,0,9.79438433118e-7,0
"0x5c3e4ebc6dc0130d0b6defdde65e845c1b570fd9",2218.249140150612,0,0,0,0,0,0
"0x4164f8dac487dcdde3bac7e57a5119f0c4ab5964",0,0,0,0,0,0,0
"0xc3f3a07ae7d2a125ef81a5950c4d0dd54c740251",0,0,0,0,0,0,0
"0xf6767d617d295046824313399f9e8a2854f53010",0,0,0,0,0,0,0
"0x0a75e0c413bc8df71bda8d583077367aa9570703",508960.8660069206,9.7407626406e-7,0,0,0,7.08728093903e-7,0
"0x88610a0951fb53e3dc1f575a34d8b763fe6cb626",64323.61864163198,0,0,0,0,0,0
"0x2d7fd2952f3dc9855abe3bb1b454c2d85e6b6529",240.35232962231973,0,0,0,0,0,0
"0xf454b87b3dbe726157173a331234fe2d353db0dc",545771.089223,879.561361,0,0,0,0,0
"0xdaa070d909e010211606144ede5b2ca6864c2c1c",2.46407282301e-7,7.5665700000000005,0,0,0,7519.225179085439,0
"0x62dacc97e7fc84673542c5c6ac3e3d1430e9e72c",0,0,0,0,0,0,0
"0x93e00219ab5d6bbdbb072f6134be875275f96250",16195.545266180636,0,0,0,0,0,0
"0xa211ad94620b4c2edfdc46d5b76c6a458e627124",0,0,0,0,0,0,0
"0x0c0f8e10dc26af3284422c23a04c55d7d1f95e8e",0,0,0,0,0,0,0
"0xb3fbc0dc938fb73de4a2e161d636780f7be5cf27",7439.6814,0,0,0,0,0,0
"0xa2891fdb4e67f3410fc6bdf60e221e04a3252840",5.73966500357e-7,1.41031237486844,0,0,0,16029.37353315946,0
"0x4c1a6e8bdf2305949e0990ff2a34304a13a5e807",10.574983278925849,0,0,0,0,0,0
"0xe557094c260ad6a41a5a6ccabd024754e36092df",0,0,0,0,0,0,0
"0xa7ca2c8673bcfa5a26d8ceec2887f2cc2b0db22a",0,0,0,0,0,0,0
"0x0d1435311a90261328b91464549e44494e01f091",420.834992,10.810420295413733,0,0,0,1.38077995813e-7,0
"0x382ffce2287252f930e1c8dc9328dac5bf282ba1",2071.5367591984455,0,0,0,0,0,0
"0x212e45b4276131448dbe656486390e57dae4c63c",197704.09069382976,0,0,0,0,0,0
"0xa5090e374ff5c33fdd61f32622fb00cbcc09fa76",0,0,0,0,0,0,0
"0x4aaddd03356a010a7936e9929421114ec5413549",0,0,0,0,0,0,0
"0x8b01b4f96a6388bf7aca03a954e9af7ddad2d4e1",0,0,0,0,0,0,0
"0xeefd5a79bd63d815b194b3fbde3992193740e2ca",0,8,0,0,0,686.1547618324324,0
"0x691fa1d4dc25f39a22dc45ca98080cf21ca7ec64",5720748.877512772,0,0,0,0,0,0
"0x6f4077bfdc287be5431e93aa851bb1e2f58836a0",0,0,0,0,0,0,0
"0x55d888cbd4bd7bb98cc46e154752f065318c8360",88548.419185571,0,0,0,0,0,0
"0xbbc724245e0aa5f07d43a1f01c3ee1f211795144",107236.2939,0,0,0,0,0,0
"0xe5c9c56f5d7834cca1ab8e6d40a6ec2f85b380ae",8.89126274243e-7,0,0,0,0,446.8760417240183,0
"0xd7f1dd5d49206349cae8b585fcb0ce3d96f1696f",0,0,0,0,0,0,0
"0x53f5d89914327c3900fc2c9d297b9b30129f463e",0,0,0,0,0,0,0
"0xd81febcd81d233c3f74b0f13e42a8fa6f34dfac9",0,0,0,0,0,0,0
"0x0a2854fbbd9b3ef66f17d47284e7f899b9509330",0,0,0,0,0,0,0
"0x1ad6ca54477429792def297140cfcdade1f81fe9",0,0,0,0,0,0,0
"0x3e21866760236ebb93cdc093d49a7c5f4c7e505c",12.763916,0,0,0,0,0.702419976280008,0
"0x555ce236c0220695b68341bc48c68d52210cc35b",0,0,0,0,0,0,0
"0x663dc15d3c1ac63ff12e45ab68fea3f0a883c251",0,0,0,0,0,0,0
"0xb10bd34199663ebfbf20d740959d773e34030b59",0,0,0,0,0,0,0
"0x0ad71aa8b01a77abc7a8f40cc323b592256c3664",0,7.3230821983e-8,0,0,0,0.33890203897166193,0
"0x9090c8740e5e7ce37de9fbc0a0e269877d66474d",5.166174302413003,0,0,0,0,0,0
"0x92c7598b6a13de0e8bd98c569df2ba5f9dbd9908",0,0,0,0,0,0,0
"0x20e1035af2d92986b11ed40e459fc3efa0dda28d",18.827672293720465,0,0,0,0,0,0
"0xde9e4fe32b049f821c7f3e9802381aa470ffca73",0,0,0,0,0,0,0
"0x5e4bfdd37698b5de44f60d2f05ea60ad3860a93f",0,0,0,0,0,0,0
"0x9bb70bf2938a667ca6f039db35b925e3d3eb9885",5045561.395841387,3670.1325725795036,0,0,0,0.000001191693572282,0
"0x0000000000000000000000000000000000000000",0,0,0,0,0,0,0
"0x4b35859d950c5a542438914d6853ef781da6fa3f",1.38154250888e-7,0.363146,0,0,0,205.70862559685241,0
"0xc44007b7c067ffe40892711472ff4831bf54af34",0,0,0,0,0,0,0
"0x46fc067e293645b578404e7b6b13a3a5c30b971d",0,0,0,0,0,0,0
"0xdb7bd73eb596836edb6975bb015b7f2f5dff7d86",11,0,0,0,0,243.74011377480753,0
"0xf772037aa2b0b5e042894ec6e18237831e1b8a67",1000,0,0,0,0,0,0
"0x1111111254eeb25477b68fb85ed929f73a960582",1e-18,0,0,0,0,0,0
"0xfff36fa704722757bb7fe8a2c588571a903456a1",0,0,0,0,0,0,0
"0x111111125421ca6dc452d289314280a0f8842a65",0,0,0,0,0,0,0
"0x3eb3c76f340328c11eda5de9fb55f6340d708378",0,0,0,0,0,0,0
"0x00000000cfe3369bcdbc76071ba6e0a4e0fe98bd",8.6e-17,0,0,0,0,0,0
"0x03746aa09d815146058a9d224df785406ebcf1a5",120.7899548665817,0,0,0,0,0,0
"0x5908df4c5b673d4c0c3666c529f79104700a582e",0.7311081155524666,0,0,0,0,0,0
"0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae",0,0,0,0,0,0,0
"0xf2614a233c7c3e7f08b1f887ba133a13f1eb2c55",0,0,0,0,0,0,0
"0xa669e7a0d4b3e4fa48af2de86bd4cd7126be4e13",32.691923399343,0,0,0,0,0,0
"0x4f82e73edb06d29ff62c91ec8f5ff06571bdeb29",1.4644820693502238,0,0,0,0,0,0
"0x11ddd59c33c73c44733b4123a86ea5ce57f6e854",1e-18,0,0,0,0,0,0
"0x2dfadab8266483bed9fd9a292ce56596a2d1378d",0,0,0,0,0,0,0
"0x57c6812178d233246c3ae3a9e746b3443ef3df16",1660.9848767976225,0,0,0,0,0,0
"0xf3e01012ce60bb95ae294d5b24a9fc3af245b53b",0,0,0,0,0,0,0
"0xa9b69439b514f75227b1435a7b03f8f3397d334d",130246.28992234086,0,0,0,0,0,0
"0x8ef0f9bc1188230a438bf090cbf28cb221f2ec6f",24.781330398634157,0,0,0,0,0,0
"0x83b6b0f85ba9e5ae56b7a5d73c0fdd12f857087a",13990.586321,7.72845598171e-7,0,0,0,1.4887141833e-8,0
"0x9d3fbdb90c41d9aaa2100148c5c69d65bcae6fb0",0,0,0,0,0,0,0
"0xbf8f26bc67c7c3a63b1b60ea794cd96f780aec40",304.58718685281065,0,0,0,0,0,0
"0xa6e80c37212c202bcf1e0b3c6fc90b13e5fce9c2",0,0,0,0,0,0,0
"0xa38f9b1c6c4fbea7e9e714b224e4efe9faf419d6",0,0,0,0,0,0,0
"0x1c1c8aedf648368d6ec86ba00e0d1339ec9794c6",137715.60914623152,237.59221658886827,0,0,0,2898.943494,0
"0x81a7b68fd95ecbe82bc2538455cbb3bb5d65cc41",0,0,0,0,0,0,0
"0x9a4898365d9d07d5a20724361ecd6bf26d200873",120.89705143812162,0,0,0,0,0,0
"0x475e0e1dd13396718e73999d447e3f8f2fd121ec",42742.8343556209,0,0,0,0,0,0
"0x9fa9360de03205130e52f669bf4ca8c80a3b59fb",0,0,0,0,0,0,0
"0x92f424a2a65efd48ea57b10d345f4b3f2460f8c8",862586.7239749796,277133.3548334695,0,0,0,0,0
"0x22499c54cd0f38fe75b2805619ac8d0e815e3dc7",2027.6010901470831,1363.4545255389269,0,0,0,0,0
