queriedAccount,timeMs,isoTime,hash,type,token,amount,usdcValue,fromAddress,toAddress,fee,nonce,sourceDex,destinationDex
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739465025668,2025-02-13T16:43:45.668Z,0x333356b17e3d89563e14041db1231e016500aa4b267ada771c1e4c00d9d88b3e,spotTransfer,USDC,100.001062,100.001062,0x80b4b513c3b9e8a0f1f511b96005f84d813b456c,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739476990877,2025-02-13T20:03:10.877Z,0x301f2526a6d33f02f197041db3634b01a5003d4bece5943bd39346d4e159c955,spotTransfer,USDC,264.6,264.6,0xc93bb3da11f1a45461130006bcc935edc69b7bbd,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739488018154,2025-02-13T23:06:58.154Z,0x114d3f2681a148cdaf8b041db5726002011a00f2744d4882bd7257993599c1a7,spotTransfer,USDC,45.3656,45.3656,0x06cb95c96d87dc61a04377f3ed519006baa5ad8f,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739491182606,2025-02-13T23:59:42.606Z,0xd6853861af75b12c34d2041db6069b019700783cbcf811957c74357947bd8d70,spotTransfer,USDC,110.14001749,110.140017,0x1197050b03a2fb9254016cb2362477592391e3e9,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739509984940,2025-02-14T05:13:04.940Z,0x1b1babcdd0d5b6885ad4041db984e2017f006a165d0f860131776db178d5c0ca,spotTransfer,USDC,2040.7684188,2040.768418,0xd665ac733ffc570e2f342cd9ba6d7536a5920910,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739510815963,2025-02-14T05:26:55.963Z,0x52753fb7d833aaa85fe1041db9abb8015b00cd94f0b7d7926e6d6e28dfa75640,spotTransfer,USDC,3000.0,3000.0,0x792ecd662ae84368bc7aecb4d1fc77b1a02fbe8f,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739510831255,2025-02-14T05:27:11.255Z,0x6fee1080b81e127516d4041db9ac730125007bccc54b3111e62daf42b5734c52,spotTransfer,USDC,800.0,800.0,0x792ecd662ae84368bc7aecb4d1fc77b1a02fbe8f,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739510910005,2025-02-14T05:28:30.005Z,0x9b9333aecee539a395c4041db9afe10137009c7fde994ecd9b10fa95110a65d2,spotTransfer,USDC,500.0,500.0,0x75640b1eb20e9473ad40fcb600b016eefcae2a7f,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739510979328,2025-02-14T05:29:39.328Z,0xafc6a838ad25a6fc10c0041db9b2f9014a00a59706824d6bc66cc9ae8f8f30df,spotTransfer,USDC,1000.09819,1000.09819,0xce7d7a8922ff5558ae96ebb1733b0ceaac579367,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739513824022,2025-02-14T06:17:04.022Z,0x7e3479afed67298b7d39041dba36b301b200f135270abd51bcacd4ad42df263d,spotTransfer,USDC,350.0,350.0,0x2b7dd66f1c31f7d3c785bd6414512b70bf923a73,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739513968906,2025-02-14T06:19:28.906Z,0x3ccd53015da37d8493e0041dba3d89016f00fcd0a67d4c09d3a5e66fccced7da,spotTransfer,USDC,500.0,500.0,0xad24c421b03e08c63e22b4383a2812f8f6d39d39,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739514309890,2025-02-14T06:25:09.890Z,0x2bb2d4a6f35f9c19a5a8041dba4d530201320013a107a7505c4d60848cfd28de,spotTransfer,USDC,100.0,100.0,0x420b71b5767863f675b15722e37f9dc40be5123b,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739514427020,2025-02-14T06:27:07.020Z,0x9116e81343be3bb7a953041dba52c901b700fb7b5a01e890dcbf437163ffeced,spotTransfer,USDC,400.0,400.0,0x420b71b5767863f675b15722e37f9dc40be5123b,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739514461185,2025-02-14T06:27:41.185Z,0xafbc6642a0dd6c1c1d19041dba5440019d00ef791d95584241cc2c2d7db00cc8,spotTransfer,USDC,50.02939216,50.029392,0x30a422c8942301f2d60f5690c44dc39d2c272024,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739514569224,2025-02-14T06:29:29.224Z,0xef6af602372d46d237d2041dba598a01300040fbfcbb6d664772783a2616cfb5,spotTransfer,USDC,169.41679646,169.416796,0xfc8dcc8a2bfa16a4db8749eef291fea6fad773f4,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739515607314,2025-02-14T06:46:47.314Z,0x503d52d20d6bd0d77bee041dba8a9f01b700225f0bf4d99e6bbc5d11e616c420,spotTransfer,USDC,5000.0,5000.0,0xbbd7543ab24453fd157b063e02a83ffd2f3dc834,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739517858266,2025-02-14T07:24:18.266Z,0x9ad3fd252eebb8efeb42041dbaf38701d0001a24b7d5baf3a7434f72391909d0,spotTransfer,USDC,4.541472,4.541472,0xc43f5046c21914a03ed60668996fe6132ad6b8f2,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739518262718,2025-02-14T07:31:02.718Z,0x4f1d4b812abebe04446f041dbb069f01b3005a970cc54225b0b7226788a0a47b,spotTransfer,USDC,20.0,20.0,0xe637115620d7b3b464b20b8a8f6d9cfcba486dcc,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739518561828,2025-02-14T07:36:01.828Z,0x1acf2eed79b1a90ac10e041dbb147b0205fb00e535b7783426551e99f8dd8d2b,spotTransfer,USDC,90.0,90.0,0xe637115620d7b3b464b20b8a8f6d9cfcba486dcc,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739523119885,2025-02-14T08:51:59.885Z,0x70b4bf1c505a75d67669041dbbebe401810053d9758898343eecc3b5e81ddf34,spotTransfer,USDC,160.00744028,160.00744,0x6f413b49673d2f918cde926256ab1b7191a87287,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739525173935,2025-02-14T09:26:13.935Z,0x188d4fa14c68ee7efaf5041dbc4e7b02017e00837a64f808b6d420aab176d4a4,spotTransfer,USDC,0.00945304,0.009453,0xf2c5e08765b93a80f84ad76f5da3691ea135215a,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739533794462,2025-02-14T11:49:54.462Z,0x360d21222e3db60cb9e6041dbded9402016c00ea2959f60050f88cdc28bb4b95,spotTransfer,USDC,199.146605,199.146605,0x589ff3a693ae8e5f6e822b38f8d8382622af9dbb,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739535183492,2025-02-14T12:13:03.492Z,0xd992bbc1475f51b8554d041dbe2fdd0201a6007c62e509cf78e680dcb20380e7,spotTransfer,USDC,500.0,500.0,0x72724e620586e440253cb8579a0b28ef9487b039,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739553573562,2025-02-14T17:19:33.562Z,0xdcf34fc0dfba327d3c47041dc1a9d901d90016bbf96b2b53da89f2f20fd62bc3,spotTransfer,USDC,827.00195,827.00195,0xdd08fb1b04dd705b3f31834734d943c1e2629d03,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739553575042,2025-02-14T17:19:35.042Z,0xee3560b6d72ede9230f9041dc1a9ee02019500bbb323d5d213a7e21987a3b0b2,spotTransfer,USDC,22.0,22.0,0x9a176b58964dfaa953b50f6ef750d4eb41bc4e0a,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739560600004,2025-02-14T19:16:40.004Z,0xa1746ee1d4beb14b7c02041dc3017102035800d6863464422b7247b5237833fc,spotTransfer,USDC,400.0,400.0,0x870dc279570833a8c5a72fc7972681db9a96cfb7,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739566450784,2025-02-14T20:54:10.784Z,0xf9b7b74a9482cf66292b041dc41a4d0201720055e9f38b912353fe44513b8dbe,spotTransfer,USDC,11.55803978,11.558039,0x9a176b58964dfaa953b50f6ef750d4eb41bc4e0a,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739577101623,2025-02-14T23:51:41.623Z,0xae4650f7e5e5ab950e3c041dc6163601e1002fa76eb837e302db2f9b2c31fffd,spotTransfer,USDC,20.0,20.0,0x647e04f1d1cb2ff2bbceeb85ab4d8af5f6eec135,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739593293505,2025-02-15T04:21:33.505Z,0x5f405abf1cc599f26114041dc9135c017600165857b2e9332bc6bfd5c2e87b25,spotTransfer,USDC,0.00189553,0.001895,0x5ce69d01efe9778436070539bc6ea9350b6d578f,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739593652033,2025-02-15T04:27:32.033Z,0x31bea4331bbc06abf135041dc923b401bb00141b590083c50cf3d67ffc4ed58c,spotTransfer,USDC,1000.0,1000.0,0x5ce69d01efe9778436070539bc6ea9350b6d578f,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739606466749,2025-02-15T08:01:06.749Z,0x1ccbc00fc248834e889c041dcb77a901b300dab36c60bbc11ee20e868c106af5,spotTransfer,USDC,1000.0,1000.0,0x23d391b83c595de42aeb6b33d2f2488d56321254,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739606583016,2025-02-15T08:03:03.016Z,0x55c50114b3a33a52c62b041dcb7c9301c900a484a915bd9f23a0b306a92c952d,spotTransfer,USDC,2000.0,2000.0,0x23d391b83c595de42aeb6b33d2f2488d56321254,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739813647930,2025-02-17T17:34:07.930Z,0xbdb0df6e2980d7847813041df1cc69020277005bc5a22e543699887008725e33,spotTransfer,USDC,1.0,1.0,0x098867130e801e463f35eac4a2e88605164d8f3f,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739813694552,2025-02-17T17:34:54.552Z,0xaaa806a09293ff61dbd2041df1ce9c0201ee00cd946957a49d206783ec274e8c,spotTransfer,USDC,1.0,1.0,0x098867130e801e463f35eac4a2e88605164d8f3f,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739813808483,2025-02-17T17:36:48.483Z,0x7b6cf52ad70969c81223041df1d45d0202da00834469fb8e17fea2512c497398,spotTransfer,USDC,0.00079529,0.000795,0x004ec46100f32e7f7bf159e4dc97201ddf042924,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739814052233,2025-02-17T17:40:52.233Z,0xe1a116f6243965770ef0041df1e05c01fb00cf2a6463b2d3df7bf9b90a773568,spotTransfer,USDC,0.0001,0.0001,0x004ec46100f32e7f7bf159e4dc97201ddf042924,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739815065766,2025-02-17T17:57:45.766Z,0xae7362b891db16884e8f041df2119701c1009a016fca28d4c2d00757ff2019ab,spotTransfer,USDC,189.0,189.0,0x0e4cac3d5838496af46710335b3e0012cfc976f3,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739868441192,2025-02-18T08:47:21.192Z,0xc44cc5f4fd477e74db55041dfc12ea0201ee00155f81e4cc8754c8ba32011233,spotTransfer,USDC,1000.0,1000.0,0xc794b210337339ce83f5be21f0f62802c029b332,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739872314374,2025-02-18T09:51:54.374Z,0xdcb5b34bc982b531f907041dfcd0d90201fd00e5ff8ec06aa37cf37c977d51c2,spotTransfer,USDC,0.00052239,0.000522,0x3f66957bfde4b840cc51aef0226d8d33a0b255d6,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739903870664,2025-02-18T18:37:50.664Z,0xe76f10b462972d7fdfe2041e02ce5701e000f7643239d0c86bc97a6b13381040,spotTransfer,USDC,697.4959009,697.4959,0xfc3bbb6832f452584841b668434170a83e77c50d,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739908880810,2025-02-18T20:01:20.810Z,0xac8dda02669a94f2e624041e03c4d602029d00250af4a5202c1616248cdfef3d,spotTransfer,USDC,0.1676799,0.167679,0x3f66957bfde4b840cc51aef0226d8d33a0b255d6,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739911390996,2025-02-18T20:43:10.996Z,0x070d37851af2f80b403a041e04416c0169008d29eed6b3f94488651321636624,spotTransfer,USDC,2.7,2.7,0xe092e9e95cf5220b7ed4f996d89a7556291b74de,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739966483790,2025-02-19T12:01:23.790Z,0x6d202a7a560259bb6bcf041e0ea41101e40081c2a6d13563342263220e6fef4a,spotTransfer,USDC,0.1,0.1,0x6f721d0a8abdb5dbbdab3c05efa81371c0d21d68,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739966641100,2025-02-19T12:04:01.100Z,0x1e69dd4b59f5b42ed941041e0eab4d011d00a5acc72c7c8e28574626dc42b9aa,spotTransfer,USDC,499.0,499.0,0x9540c596007deb55e2b0915a5a40462d959a5cb7,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739986568637,2025-02-19T17:36:08.637Z,0xf971e003eec8c7533a7c041e127dbb0201780053275950859996d8b59601c120,spotTransfer,USDC,92.45,92.45,0x64306c70c1e5389b0b7c298319657f70ae17f1d6,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739987307656,2025-02-19T17:48:27.656Z,0x65294eb136dfcb203804041e12a14601df00025654f141454b9b1e78462b2020,spotTransfer,USDC,250.0,250.0,0x91dda995be3a56bbf2ac6e5e14eb9213a336aac6,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1739989216468,2025-02-19T18:20:16.468Z,0x9763105f458d5dc8331b041e12fda8016100ad7df3ffc6602b838f57be0764d5,spotTransfer,USDC,1.68800373,1.688003,0x0e77256a76ff95eb7d7070219b55f2061e10c847,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1740044408867,2025-02-20T09:40:08.867Z,0x635eb7d3bfbae3664edf041e1d50cf014600dd19ed15dfa1298691655fd26e17,spotTransfer,USDC,2000.0,2000.0,0x236511e76f6d333486926a446a791c2326e628a7,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1740044424720,2025-02-20T09:40:24.720Z,0xbc6a2bed3329eec8ba7d041e1d5190013f0084adcb55c3c886a54f37e4727a7f,spotTransfer,USDC,26.16,26.16,0x236511e76f6d333486926a446a791c2326e628a7,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1740080494470,2025-02-20T19:41:34.470Z,0xeb9c1deb360c7c21e5fd041e24285a02011600f0a76c1040006a5a0f7e71a7fa,spotTransfer,USDC,0.00155539,0.001555,0xc4b56e49996e6c41a45786d3deee110222e379be,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1740099558802,2025-02-21T00:59:18.802Z,0xe0ef94b435173c22c44f041e27bd47015800a9162f47f307294cad19db943b35,spotTransfer,USDC,100.0,100.0,0x3f66957bfde4b840cc51aef0226d8d33a0b255d6,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1740116061781,2025-02-21T05:34:21.781Z,0x1914952f08cc137b8fc4041e2ad04d01ad00242dd8daa0d8d7d21639ff654619,spotTransfer,USDC,20.0,20.0,0x3bdd6476fd2ccaf785f7bab49884080807ed2df5,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1740129982955,2025-02-21T09:26:22.955Z,0x508be6d9d8dee0ed76ca041e2d6c3b02018a008c558b6e74ef73225d89ed3735,spotTransfer,USDC,116.80544091,116.80544,0x109cbdcf9e4f6cb9ea56c810bc26f06f8b1f399f,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1740216108481,2025-02-22T09:21:48.481Z,0x36188237949897556ca1041e3d91ca016c00d22d76fc449c79ac18ebf26187ae,spotTransfer,USDC,9.0,9.0,0x4a30ad590fba8d407c7e3ced96c95d9124e52538,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1740396659434,2025-02-24T11:30:59.434Z,0x3cb33f11b60cfc035008041e5f4ec701f1003243b7f511fa091636430aef22e0,spotTransfer,USDC,1000.0,1000.0,0xaf6b011e71fa58e04fa0e5473ad8031f1ac2a43e,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1740407097341,2025-02-24T14:24:57.341Z,0xe0bf98cfc7de275fda16041e6150b802012a000ae674ce54e6402795c250ab9d,spotTransfer,HYPE,0.5,10.6785,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0x36be02a397e969e010ccbd7333f4169f66b8989f,1.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1740407693364,2025-02-24T14:34:53.364Z,0x94390d46bdde9960d588041e616d390203a3009d6f173e410121f9563f9f202b,spotTransfer,USDC,500.0,500.0,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0xaf9667a8fe52ae1dd5c01f6bb8726640c56dd658,1.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1740415159496,2025-02-24T16:39:19.496Z,0x1fcbda1d9b8cfc8931cf041e62d6d80184007688ad9779593a3a3dc8ee1006ef,spotTransfer,USDC,570.0,570.0,0x1d76bae9afebd67f2560ee9dd85a2022b2bda914,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1740417736514,2025-02-24T17:22:16.514Z,0x1e8d7be11f3f1c002a97041e6354c701c70051869aba0ff766c55c3a1139afdd,spotTransfer,USDC,0.00363742,0.003637,0x08e2919b494f8b6c6ef170ebf7b902d4688ac1d6,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1740418428031,2025-02-24T17:33:48.031Z,0x6c6369c48c3d29d3a8f8041e63767302025300d20f54ccfa63d1972b1a575b0d,spotTransfer,USDC,200.78,200.78,0x08e2919b494f8b6c6ef170ebf7b902d4688ac1d6,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1740432351710,2025-02-24T21:25:51.710Z,0xf275ac2c583f39ee2f9b041e661f8001e900d549da768fc575cfdbe0598b155e,spotTransfer,USDC,19.0,19.0,0x4a30ad590fba8d407c7e3ced96c95d9124e52538,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1740458886085,2025-02-25T04:48:06.085Z,0xbfa37f763ead8dbfb859041e6b24ce0201c80038501cf78d68c1b594b6ab6e06,spotTransfer,USDC,10.0,10.0,0xaa1435f09fd4211dd84107bf4fda9d37dc146006,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1740516161595,2025-02-25T20:42:41.595Z,0xf33d08ac601a3afda85f041e76001002017f00d5af9b02e83e32aecd76342469,spotTransfer,USDC,0.0618393,0.061839,0xfdef5231add84ba8926d3feae8c24a2a7ac7f823,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,1740589030530,2025-02-26T16:57:10.530Z,0x8228e2e9fd8c6884ae5b041e83f4cc0201080028187e2c3a49f9d2b0dc5e3750,spotTransfer,USDC,50.0,50.0,0x98bfb98044525ad696320015cffb6ebeacdd6fef,0xce7cd6fa640b613b887a08eecc12a4f4e29180ad,0.0,,,
